kOsc1Wave,kOsc1Coarse,kOsc1Fine,kOsc1Split,kOsc2Wave,kOsc2Coarse,kOsc2Fine,kOsc2Split,kOscMix,kFmMode,kFmCoarse,kFmFine,kFilterEnabled,kFilterCutoff,kFilterResonance,kFilterKeyTrack,kVolEnvA,kVolEnvD,kVolEnvS,kVolEnvR,kVolEnvV,kModEnvA,kModEnvD,kModEnvS,kModEnvR,kModEnvV,kLfoAmount,kLfoFrequency,kLfoDelay,kVolEnvFm,kVolEnvCutoff,kModEnvFm,kModEnvCutoff,kLfoFm,kLfoCutoff,kVoiceMode,kGlideSpeed,kMasterVolume
4,2,-0.217743,-0.002172,4,2,-0.158936,0.023392,0.984375,2,39,-0.108734,true,4448.232727,0.055557,0.589539,888.627266,987.732204,0.224289,974.060385,0.580887,990.861180,996.665473,0.436508,976.544955,0.562714,-0.022928,3.278989,999.810616,-13.349854,-74.218750,17.201660,-2416.748047,20.024414,-3641.113281,1,929.328426,0.257889
4,5,0.022644,-0.006430,3,5,0.611755,0.024195,0.522964,1,2,0.509430,true,3359.165344,0.526108,0.231598,991.986939,973.368296,0.853485,971.843635,0.851486,979.225393,987.823384,0.639297,966.189411,0.285172,-0.020804,2.562930,997.345512,-22.463379,3392.822266,-3.411621,2754.150391,14.865967,-139.892578,0,967.789517,0.271423
4,18,0.929260,-0.016602,3,18,0.099548,-0.017165,0.982407,1,46,0.178894,true,1398.016052,0.983459,0.138123,992.973747,961.078837,0.525192,999.287487,0.101028,997.769302,983.479496,0.884064,980.655203,0.377640,0.048312,0.295861,997.580499,-18.432129,985.595703,21.675293,-7307.128906,-18.082764,-1023.925781,2,981.329060,0.459816
3,6,0.075989,-0.001194,4,6,0.794983,-0.009061,0.271408,1,10,0.059845,true,4829.357605,0.708908,-0.979462,980.861893,954.323634,0.624680,977.159201,0.484299,999.790587,993.601023,0.655884,998.113087,0.786423,0.076480,0.118343,999.905690,-18.722168,-1247.802734,10.597412,-7242.919922,14.066162,-6656.738281,1,974.580822,0.241898
4,0,0.498535,0.013017,3,0,-0.859100,0.005427,0.873978,1,7,-0.028229,false,4247.929077,0.560043,-0.676788,994.070800,943.396567,0.182526,996.550981,0.653427,990.864453,996.844666,0.840378,964.209492,0.999222,-0.053293,2.797151,998.967263,13.109619,4744.873047,-8.110840,-7947.509766,-15.346436,-365.722656,2,994.227320,0.463593
2,2,-0.713074,0.010603,4,2,-0.046753,-0.007851,0.414734,0,18,-0.968231,true,7070.932007,0.599411,-0.171295,987.133288,998.021395,0.375992,979.655042,0.753815,982.792438,966.455013,0.250305,997.616174,0.906647,-0.077835,8.434913,999.601278,-12.249756,-1197.509766,2.074951,4036.132813,15.738281,-3328.125000,2,990.249053,0.037872
5,12,0.770355,-0.024251,2,12,-0.189789,0.017692,0.138702,1,2,0.143616,true,3954.596863,0.257843,-0.592712,999.711662,990.211948,0.577225,904.670527,0.944901,996.111793,975.816344,0.961197,996.159244,0.585602,0.055829,1.080440,997.930934,3.427734,1554.443359,-12.331787,6842.285156,-13.598145,-4738.525391,0,962.611637,0.200180
2,-16,-0.287292,0.002149,1,-16,0.901276,0.009312,0.891754,1,22,-0.610596,true,429.861450,0.951401,0.280365,931.605420,979.234906,0.987152,997.357075,0.823425,998.004501,978.467598,0.107681,901.409537,0.109238,0.062152,0.152578,998.899017,0.177246,2117.675781,-5.394287,3833.251953,9.919189,-392.089844,1,986.259593,0.039001
4,4,0.573975,-0.019341,5,4,0.458252,-0.004035,0.343811,0,42,-0.914368,true,7733.699646,0.095810,-0.682648,955.545171,997.320269,0.793076,990.464218,0.153473,991.602015,906.690248,0.856628,990.960817,0.053574,-0.025305,1.584417,999.547953,3.622559,7345.703125,6.936035,4950.195313,-20.091064,3523.193359,2,960.786922,0.322189
4,14,-0.936188,0.016561,4,14,0.785492,-0.005692,0.502960,1,32,0.692596,false,1020.057068,0.691666,-0.553009,919.029308,973.907881,0.978882,985.165251,0.112259,998.622669,997.211232,0.113144,994.726361,0.574570,-0.008514,3.305065,999.937600,11.425049,-6067.138672,1.801025,-5683.349609,-19.198975,-4472.412109,1,727.357248,0.200989
3,-16,-0.757843,-0.020687,1,-16,0.336243,0.008255,0.106857,0,7,0.077789,false,1907.603149,0.580780,-0.049133,993.885962,985.855283,0.374817,977.321171,0.200241,994.422277,911.406497,0.829865,958.954594,0.505814,-0.010995,2.463591,999.802713,-15.115723,-1199.951172,-0.147217,-2295.166016,-19.469971,6885.742188,2,857.355726,0.319107
0,8,-0.815277,0.020095,4,8,-0.307953,-0.001536,0.967484,0,6,-0.470398,false,7849.985352,0.173370,0.417816,990.042363,959.930815,0.174530,997.552904,0.230331,997.846145,991.121155,0.630783,916.433469,0.265839,-0.011304,4.387599,998.534046,-15.487793,298.583984,-2.797119,-3456.054688,5.002441,5899.902344,1,790.246502,0.495560
3,-23,0.269989,0.009785,1,-23,-0.441986,0.019862,0.971161,1,3,0.223755,true,7753.303833,0.451981,0.342804,980.190916,967.520271,0.892426,977.038684,0.474594,980.718041,967.424668,0.791046,978.846284,0.651321,-0.017200,1.511743,998.219965,-7.454590,-1783.447266,19.601074,3407.470703,1.242920,1590.332031,1,894.778629,0.105560
4,24,-0.325775,-0.012291,1,24,-0.543427,-0.022897,0.185791,1,17,0.956970,true,7477.627563,0.294846,-0.306946,994.167270,996.689351,0.496368,971.594878,0.861206,979.287593,992.607147,0.981049,999.187717,0.965668,0.081067,6.357499,999.529299,-21.741211,2218.750000,11.941406,-6322.753906,-5.343018,7276.123047,2,949.356415,0.388481
2,7,-0.116638,-0.011689,5,7,0.024414,-0.010651,0.855301,1,10,-0.397583,false,7628.007507,0.313263,0.771637,996.082925,990.460339,0.240524,999.305906,0.613876,981.337133,999.539108,0.811691,966.136825,0.755264,-0.042535,6.360622,999.608997,2.808105,-842.773438,-23.969238,-5394.531250,-2.332764,-7550.292969,1,958.696645,0.120377
5,-9,0.796295,-0.014329,2,-9,0.069885,-0.021064,0.220047,0,38,-0.640137,false,5921.956177,0.653625,0.027313,993.565732,989.415485,0.221085,966.601826,0.563187,991.562776,990.737589,0.694107,978.736276,0.311737,0.069516,3.799294,998.436978,-17.795654,4775.878906,15.650391,-3170.898438,-10.795898,6178.222656,2,868.706601,0.464661
0,-19,-0.094818,-0.013966,2,-19,-0.574921,0.007554,0.507965,2,7,0.931732,true,5694.255371,0.163620,-0.053345,944.093885,942.720474,0.970245,948.374494,0.215652,955.864575,955.837932,0.239899,962.203174,0.364548,-0.040359,0.103102,999.849204,-0.577881,6776.123047,18.990967,905.029297,-11.789795,6699.951172,1,928.493079,0.328125
3,-13,0.711029,0.003113,1,-13,0.462006,-0.000455,0.215973,0,30,-0.551483,true,7917.443237,0.170532,-0.058197,948.335249,958.629630,0.292786,978.229333,0.442871,985.172765,981.706574,0.163864,984.076383,0.695099,-0.080304,9.808183,999.295877,16.660400,-7212.890625,19.009277,4400.390625,22.337402,7946.044922,1,975.653908,0.050636
1,-13,-0.033997,0.007600,1,-13,-0.836578,0.023515,0.760742,2,25,0.907410,true,6733.764343,0.247040,-0.588776,987.779683,993.493527,0.792557,959.400521,0.566483,978.995997,947.890090,0.140900,989.196821,0.965714,0.085959,0.184230,998.630886,-11.761963,3066.650391,7.231934,2332.275391,-0.753662,872.314453,1,850.600660,0.314354
2,12,-0.173828,0.023316,1,12,0.785492,-0.007522,0.664078,0,21,0.744812,true,1882.154236,0.142227,0.870789,957.182162,948.241408,0.835983,990.509063,0.083649,979.588632,993.778692,0.674805,944.137031,0.156189,-0.036298,9.601956,999.972106,15.095947,6124.511719,-18.939697,5207.519531,10.153564,-6680.664063,1,769.318193,0.451813
1,17,0.942749,-0.009103,5,17,0.153656,0.003397,0.949326,1,25,-0.118958,false,2717.341309,0.702530,0.066284,998.697797,991.442560,0.978241,969.444701,0.976120,997.288920,965.307116,0.526627,956.008393,0.045914,-0.097009,3.362738,999.520814,11.608154,-2574.218750,23.382568,-123.046875,-5.748779,-7007.812500,0,955.329236,0.032318
3,15,-0.939270,-0.021635,4,15,-0.554993,0.019165,0.697083,1,47,0.145599,true,556.253662,0.748123,0.141113,999.747882,999.058698,0.159454,994.421803,0.548981,987.332207,977.351948,0.482941,979.963494,0.817810,0.082129,6.795335,999.092327,4.376221,-7067.626953,16.064209,-5029.052734,17.304199,7291.015625,2,934.456422,0.028496
4,-2,0.930634,-0.006361,2,-2,0.552856,-0.017854,0.881943,1,31,0.816528,true,4503.757629,0.162064,0.827026,990.081210,998.773105,0.531189,939.877847,0.311295,998.366708,984.970487,0.485275,973.420710,0.035141,-0.088062,1.928499,998.628724,-15.753662,2808.349609,3.693604,-2303.222656,7.170410,754.394531,1,974.359528,0.190727
3,-11,-0.812500,-0.006685,0,-11,-0.665161,-0.021114,0.150101,0,9,-0.938202,true,3928.295593,0.495834,0.038635,980.933916,996.359601,0.304672,999.995424,0.811600,955.623733,990.619453,0.932190,983.445145,0.390686,-0.085806,0.673752,999.731644,-15.589600,263.916016,3.353760,-2329.589844,-22.666992,-4642.089844,2,965.314644,0.002060
1,23,0.047516,0.016676,4,23,-0.362610,0.019274,0.536041,0,48,0.847900,false,2759.837341,0.836884,-0.792084,944.187272,998.966368,0.745972,998.023043,0.231400,935.069218,921.227106,0.520065,997.165697,0.711456,0.024615,5.024195,998.232909,-14.989014,-6820.068359,-0.775635,1327.636719,-8.861572,-1951.904297,0,989.977317,0.122505
5,6,0.076691,-0.009449,4,6,-0.465637,-0.000634,0.481018,1,14,-0.484406,false,3352.224731,0.052292,0.637573,991.016183,999.295326,0.305573,990.019817,0.783798,952.399378,989.596753,0.083389,994.179722,0.263916,0.029584,6.024105,998.038401,-1.532227,5300.292969,14.161377,-4299.316406,-17.248535,4515.380859,2,981.957697,0.394852
2,18,-0.469269,0.017735,4,18,0.395416,-0.014532,0.980042,1,16,0.507965,false,7003.839417,0.818298,0.710785,992.637688,979.267741,1.000000,961.665824,0.078598,988.397962,928.265941,0.214401,989.335662,0.182449,-0.081213,5.739443,999.971792,17.294678,3582.031250,-0.131836,1558.593750,-10.040771,-6335.205078,0,920.456770,0.352509
0,23,0.577850,-0.000230,3,23,-0.181915,-0.007611,0.522003,2,46,0.129272,true,5040.254822,0.168701,-0.898407,976.533401,999.193226,0.016800,974.372078,0.713379,954.551806,960.093864,0.842331,889.006250,0.347641,0.093515,9.217298,999.919493,9.686279,-1183.837891,-1.224609,492.919922,0.811523,-1677.001953,2,811.404062,0.299706
4,-5,0.723602,0.021565,4,-5,0.521942,-0.002723,0.866379,1,34,0.078094,true,6206.886597,0.120773,0.540100,994.236636,997.022610,0.947067,999.198734,0.826431,994.059257,993.755821,0.029465,998.474580,0.825485,-0.019730,7.113323,997.679902,-16.576172,-6886.474609,15.956543,7836.425781,12.267334,-7281.738281,2,926.771545,0.134338
1,19,-0.865967,0.016460,3,19,-0.884644,-0.002294,0.512222,0,18,0.213226,false,7822.953491,0.029266,0.003143,990.952665,996.190681,0.080109,987.370426,0.443802,999.093087,999.585649,0.793549,995.012499,0.097336,0.078928,1.242978,998.821765,-7.237061,-3470.458984,-5.225830,-1142.578125,17.871826,-450.439453,0,944.997016,0.003014
2,14,0.426758,0.001862,1,14,-0.971741,0.010380,0.602524,0,38,0.155396,true,203.500061,0.227219,0.714325,995.396090,999.446159,0.102539,999.864671,0.626434,893.679997,953.596863,0.599762,972.498489,0.989990,0.078552,9.604028,999.534075,19.817139,3978.271484,-19.839844,-1599.365234,-1.453125,273.193359,1,915.985652,0.276825
1,21,0.282837,-0.003096,4,21,0.594940,0.000146,0.346375,1,37,-0.756958,true,3034.904785,0.226212,0.469208,956.558120,996.181387,0.405685,983.173819,0.323700,990.333105,989.797223,0.211288,924.922871,0.875580,0.027032,0.100042,999.685907,-7.850098,6654.296875,-2.773682,6245.361328,15.058594,-6414.550781,1,607.664032,0.228706
2,-7,0.310150,0.007635,3,-7,-0.767273,0.013396,0.906052,1,34,0.035767,false,906.084900,0.523651,-0.437927,980.932300,961.885645,0.728180,972.431616,0.320541,963.007786,966.100241,0.638901,899.541107,0.630890,-0.023578,3.816305,996.615116,-14.022217,-2896.728516,14.099121,1750.000000,-6.170654,-4394.042969,0,919.350735,0.105499
3,11,0.064331,0.011251,1,11,0.938812,0.014465,0.620316,0,43,-0.614624,true,867.607117,0.215317,0.992340,991.512844,993.116925,0.713837,939.847830,0.167664,975.523263,985.991189,0.057693,963.646694,0.044006,0.094855,0.204587,999.511262,-16.144043,-845.458984,-0.786621,5071.289063,12.895020,5592.773438,1,777.290596,0.453522
1,14,0.037109,-0.010828,4,14,0.192505,-0.010874,0.261078,2,5,0.977142,false,2279.108582,0.956894,0.021973,990.268411,935.831753,0.108978,897.714237,0.212875,980.584835,979.430415,0.056946,988.728843,0.307953,0.095996,0.342692,999.693107,-3.402100,3591.552734,13.549805,-1114.501953,23.159180,-5820.068359,1,903.008304,0.089279
3,10,0.891266,0.000928,2,10,0.744415,-0.003664,0.450821,0,36,0.304596,true,4511.915894,0.702133,0.473480,997.209106,971.531416,0.391022,997.843656,0.921280,969.970185,988.349823,0.295868,985.272959,0.688614,0.006924,0.961002,999.390611,-11.822754,680.175781,21.359619,-2587.890625,-4.571045,-545.898438,2,983.236157,0.020348
1,9,-0.859894,0.020078,4,9,-0.397369,-0.020350,0.778992,1,14,0.866669,true,6589.959717,0.682022,0.324036,986.574179,981.567486,0.601120,994.783940,0.341080,985.657751,987.994382,0.456772,987.566254,0.061584,0.090851,0.191690,999.231097,-16.584229,7774.902344,12.526611,2772.216797,-4.421631,-5847.656250,0,824.662407,0.170998
2,-11,-0.060699,-0.007456,4,-11,0.084747,-0.010268,0.530426,1,17,-0.617340,true,6888.771362,0.273758,-0.804840,955.762284,965.493915,0.753571,992.423129,0.848923,982.860646,957.948177,0.644241,980.007970,0.656326,-0.082065,0.576842,998.604144,-7.207031,-3663.574219,-17.506348,-6821.533203,10.958496,-775.878906,1,696.338820,0.333603
3,-13,-0.713287,0.024863,2,-13,-0.120422,0.005587,0.344772,2,4,-0.062256,false,747.059631,0.751160,-0.803894,997.757651,997.124348,0.958817,998.631117,0.070969,985.471488,965.922405,0.003922,971.325820,0.238739,0.010345,2.855017,999.732800,1.189453,-3314.208984,17.133545,6050.292969,-16.822266,-1754.150391,1,698.765255,0.368698
3,-24,0.846558,-0.009911,1,-24,-0.619965,-0.022460,0.090790,1,28,-0.916748,false,1715.457764,0.769180,0.861206,999.248254,970.142491,0.648468,987.886647,0.875885,984.529497,992.436464,0.259659,989.819400,0.121948,-0.073819,4.985279,997.735499,5.915039,-7568.603516,0.060791,649.902344,-10.732178,6365.722656,0,914.639161,0.241653
1,-8,0.764160,-0.023347,2,-8,-0.665222,0.000095,0.478531,1,11,-0.909973,true,429.252625,0.832001,0.066925,997.468860,990.572596,0.573975,996.135308,0.250946,978.506793,997.651304,0.226471,978.336205,0.171494,-0.089087,3.981363,999.532347,-4.920410,2271.728516,12.273926,4213.378906,-16.320557,-7964.843750,0,787.757802,0.477501
2,23,-0.354919,-0.010688,1,23,0.216858,-0.003627,0.778427,1,29,0.265289,false,7974.429321,0.299530,0.823883,980.412997,992.249137,0.136490,952.724492,0.113708,996.271090,983.989929,0.884094,963.743537,0.528183,-0.006601,0.960289,997.198865,-20.912842,-1342.041016,-6.244629,-7672.851563,-1.522705,5919.677734,2,742.831282,0.392502
0,-8,0.132599,-0.020757,3,-8,0.801819,0.002472,0.651932,2,2,-0.269379,false,4830.209961,0.118881,0.688293,981.985563,979.587780,0.746490,996.508188,0.204742,995.049546,982.963731,0.784851,998.464057,0.725204,-0.030206,2.845940,999.736619,-10.192383,-1474.853516,11.154053,3962.646484,19.448730,7042.480469,2,855.936223,0.197838
1,-2,0.824249,0.014381,4,-2,0.221252,-0.004398,0.712433,2,12,0.093536,true,6894.616089,0.868011,-0.268250,980.935532,989.049014,0.563461,958.128922,0.288574,996.261384,992.115520,0.579681,926.853483,0.943329,0.082129,0.110301,999.290776,-3.501709,-970.458984,-15.057861,1825.683594,14.284424,-6650.634766,1,998.486714,0.425575
1,17,0.078949,0.019358,3,17,0.355042,0.006052,0.463882,1,19,-0.604553,false,4679.099426,0.512543,-0.084167,985.124913,974.002905,0.936813,978.755673,0.791916,987.809235,974.581204,0.325684,993.591224,0.167572,0.076105,0.387286,999.495498,11.251465,2787.841797,-5.519531,-5620.117188,-22.814941,7696.044922,1,984.192306,0.403221
1,-6,-0.084045,0.004503,2,-6,0.605316,0.024256,0.307053,0,20,0.505615,true,6172.061768,0.969818,-0.645386,958.169357,993.881118,0.722977,978.910306,0.835312,939.445440,964.812265,0.473404,975.403651,0.979233,0.014166,8.105030,999.968948,4.500000,7881.103516,-15.641602,-3522.460938,-7.315430,-1880.859375,1,998.452712,0.036346
0,23,-0.855804,-0.022759,1,23,0.298035,0.023174,0.880600,2,1,-0.392609,true,5327.742310,0.712982,-0.708923,982.375451,980.794540,0.422867,986.201228,0.053040,984.532299,996.852428,0.051910,969.857164,0.586151,-0.022452,9.417571,999.034036,-9.377197,-869.140625,13.313232,7303.710938,6.984375,-3898.681641,1,980.381982,0.325844
5,-2,0.282837,-0.010706,5,-2,-0.508484,-0.003698,0.104095,2,42,0.068756,false,6481.223450,0.881958,0.790771,996.895080,999.367728,0.215775,988.230282,0.422028,965.606217,993.206625,0.829529,984.945691,0.755005,-0.093079,0.331333,999.229450,-2.854980,6599.609375,5.423584,-4577.880859,20.824219,-311.523438,0,973.107945,0.360687
1,13,-0.701385,0.015360,2,13,0.072540,0.017179,0.815201,1,34,0.259308,false,2107.297974,0.503845,-0.119385,989.443190,954.638282,0.973969,984.788082,0.716293,967.735067,988.884422,0.830811,969.943859,0.417831,0.029117,0.185433,998.934652,-10.283203,3370.849609,-16.063477,-7328.613281,-2.235352,7396.240234,1,790.917737,0.439102
1,15,-0.092285,0.024539,1,15,-0.975586,0.013490,0.427811,1,36,-0.288971,true,4020.106506,0.574158,-0.432587,992.592373,993.563279,0.740143,989.379075,0.695587,957.118991,974.066763,0.848190,924.818467,0.857513,0.098160,4.494832,999.729267,-1.856689,-1823.486328,-15.430664,-3508.056641,-13.606201,6369.384766,2,762.195161,0.037201
3,15,-0.313568,0.000113,3,15,-0.874969,-0.017445,0.240845,2,35,0.158508,true,2011.103516,0.336136,0.950958,966.059202,983.550242,0.964203,988.307022,0.055359,977.578348,946.382602,0.699982,971.530239,0.888245,-0.029208,1.918774,999.407909,-10.340332,130.371094,14.370850,-6520.019531,16.449463,4251.708984,0,805.117040,0.242447
4,-6,0.780975,0.016624,2,-6,0.431274,0.006913,0.187424,0,8,-0.416565,false,2986.320496,0.696198,-0.806274,942.498530,994.498048,0.015579,997.885101,0.236694,964.226875,981.466422,0.369019,984.788775,0.210373,0.012473,2.424047,999.748675,-11.394287,-6960.205078,6.405029,5517.822266,20.575928,2170.898438,1,886.700501,0.043358
4,-24,-0.356262,0.003931,4,-24,0.715057,0.017587,0.475998,2,0,-0.002563,false,1781.697998,0.495422,-0.815704,999.025846,995.455822,0.530151,985.495099,0.907547,981.799654,978.746858,0.721832,954.297624,0.471283,-0.019476,6.574322,999.983090,15.157471,-4471.679688,20.026611,-2703.369141,-17.742188,-1281.005859,2,979.338314,0.356010
2,-14,-0.405304,-0.016321,0,-14,0.666687,0.005150,0.590958,0,32,0.826599,false,3941.811523,0.338364,-0.667328,990.794538,986.086219,0.195206,973.431616,0.954620,986.510782,970.649922,0.218094,964.231614,0.469315,-0.003036,0.136165,998.951678,10.264893,2106.689453,5.461670,-4739.990234,-6.187500,2367.187500,0,955.363744,0.187492
2,3,-0.679749,-0.012788,4,3,0.924316,0.012502,0.109451,2,44,-0.652832,true,1834.787598,0.993301,-0.343964,992.561778,995.243621,0.157806,992.859026,0.600021,986.010355,993.016384,0.298157,995.443978,0.701920,0.043320,7.553851,999.895360,-16.940186,175.781250,16.959961,4027.587891,-10.104492,-7675.781250,0,936.251679,0.316109
2,-11,-0.934845,-0.010857,1,-11,-0.037354,-0.002401,0.286072,1,44,-0.561371,false,7967.123413,0.397263,-0.029602,987.673503,969.381916,0.457779,992.545956,0.436340,933.844850,922.494685,0.680389,998.794696,0.105865,-0.037790,0.605302,999.931442,16.004150,5654.541016,-4.737305,5292.480469,20.655762,7199.707031,1,906.057251,0.389435
2,-16,-0.398193,-0.009628,3,-16,0.667908,0.013235,0.551605,2,9,0.052063,true,5774.133301,0.574631,-0.019226,993.862702,978.249125,0.787247,985.031684,0.393463,998.257971,992.085905,0.292511,993.847183,0.370178,-0.015558,1.330623,998.746889,-11.811768,-2109.863281,-10.197510,5338.134766,4.571777,-4137.939453,1,936.785633,0.238464
3,5,-0.738464,0.012490,5,5,-0.821899,-0.011670,0.679092,1,35,-0.486450,false,389.313660,0.811111,-0.428589,976.062888,922.476920,0.505783,997.666762,0.816574,985.431636,986.354198,0.931366,971.241437,0.331711,0.041455,2.611388,997.817964,10.270752,5874.267578,-4.039307,1418.945313,-3.666504,5192.626953,0,895.279580,0.010262
5,14,-0.253235,-0.005291,5,14,0.415741,-0.015677,0.593628,1,16,0.959564,false,7175.650024,0.297424,-0.582062,994.578779,991.553222,0.858307,989.858589,0.510147,960.869771,969.913739,0.643829,993.285598,0.118164,-0.026666,5.473136,998.444811,18.451904,6884.765625,5.848389,7971.679688,12.561035,2852.783203,1,859.389353,0.132919
3,11,-0.571655,0.014304,3,11,-0.704834,-0.010819,0.016968,1,8,0.623688,false,1789.734497,0.396194,-0.429779,998.032514,997.246072,0.895844,959.511707,0.259735,978.540594,996.412297,0.368805,990.612843,0.766724,-0.035739,1.730207,999.243912,7.617920,724.121094,15.990234,1286.865234,-11.083740,4555.664063,1,917.480269,0.159737
1,18,0.648285,-0.006712,3,18,0.199036,-0.000072,0.709290,2,19,0.702759,true,5093.709717,0.909409,-0.340118,987.705033,991.599896,0.121475,988.923315,0.070984,996.361359,986.126367,0.771332,946.798134,0.937592,0.091724,0.578700,999.991065,16.315430,2303.222656,9.326660,-81.054688,-0.668701,5574.951172,1,965.306263,0.149460
2,4,-0.070526,0.017748,5,4,-0.785797,0.019544,0.330856,2,3,0.796844,true,4587.166748,0.142960,-0.161224,965.833746,984.656681,0.484924,996.375421,0.066330,953.040353,998.601738,0.424072,995.152529,0.125305,0.056903,0.377035,999.256437,-22.248779,-718.750000,-5.490234,-2332.519531,8.048584,-3330.078125,1,970.560394,0.419601
3,20,0.182587,-0.018480,5,20,0.616455,0.014884,0.662628,1,31,0.679321,false,6034.954224,0.146103,-0.037262,975.513233,996.332332,0.701447,993.324250,0.661270,975.802465,916.191067,0.611267,991.150297,0.568893,0.056464,0.931938,999.610169,-7.538818,7838.378906,-4.604736,1241.455078,-12.733887,-6381.103516,2,993.235201,0.169624
2,13,-0.647095,0.021375,3,13,0.423584,-0.017992,0.189560,0,18,0.993530,false,5337.239990,0.658585,-0.836945,993.154338,982.449361,0.744888,987.075080,0.227127,995.863798,939.208670,0.465485,978.576125,0.443985,-0.007779,3.081504,999.761556,-14.991943,-515.136719,14.775146,-5895.019531,12.188232,940.917969,1,777.083771,0.196121
1,15,0.215332,0.019753,4,15,0.036743,-0.024745,0.589233,2,35,0.373779,false,1781.819763,0.564896,0.772339,997.767222,983.142750,0.675217,986.891354,0.898193,969.116213,983.676651,0.806961,970.057736,0.255905,-0.023895,4.742811,997.820936,1.784912,-6631.347656,-12.417480,3880.126953,-6.079834,7464.599609,1,896.966609,0.328766
0,22,-0.996490,-0.007533,1,22,-0.223907,-0.004187,0.687271,2,43,-0.035583,true,3394.355469,0.611435,0.519714,984.555405,996.716242,0.543365,973.277402,0.044601,987.775370,992.673780,0.798233,988.909768,0.256058,-0.047797,3.643798,999.394279,-8.233154,-981.689453,-22.656006,3543.701172,21.192627,-5531.738281,2,988.463012,0.433975
5,-4,-0.347839,0.017844,0,-4,-0.207642,-0.018276,0.750519,2,21,-0.027802,false,7544.111328,0.692612,-0.358276,987.974216,997.184006,0.683380,997.937640,0.105621,943.049615,999.764049,0.524704,979.103136,0.053391,0.013538,7.027636,999.378986,-3.805664,7540.527344,15.059326,5434.814453,-18.465820,5757.324219,2,942.313596,0.110245
1,-8,0.769592,0.020362,3,-8,0.368561,0.019018,0.881805,1,21,-0.654175,false,1611.592102,0.656494,-0.807007,993.902909,980.637221,0.344940,950.754743,0.915268,994.351512,906.690248,0.308914,979.176042,0.662704,-0.022391,1.348047,999.645879,-9.986572,-3628.662109,-9.266602,-4052.001953,10.628174,5179.931641,1,888.055825,0.046043
3,-22,0.823608,0.009125,4,-22,0.181458,0.014130,0.419662,0,21,-0.448456,false,3073.869629,0.516113,-0.015198,997.490738,994.120760,0.461166,996.411419,0.516998,941.891252,992.201571,0.898087,978.716865,0.001694,-0.006143,8.071920,999.858368,-23.166504,-4372.802734,10.926270,-446.289063,-0.522949,4350.585938,0,905.860557,0.013504
0,11,-0.431122,0.011772,3,11,-0.538025,0.007754,0.643066,2,0,0.641937,false,7952.755127,0.259293,-0.840363,953.672219,933.411187,0.334061,996.520859,0.062408,995.924234,978.698322,0.338943,990.840441,0.153290,-0.017657,0.138182,998.964647,0.906006,1140.136719,19.368896,3342.529297,8.045654,-1183.837891,2,996.412166,0.248177
1,-11,0.924469,-0.014878,2,-11,-0.130524,-0.002574,0.549316,0,24,0.222046,true,3998.919373,0.326782,-0.975830,997.084642,978.969796,0.579544,983.449533,0.510361,993.780638,997.321539,0.479294,942.632706,0.882019,-0.004062,1.995847,999.684842,-13.239990,3729.736328,-22.741699,-2846.679688,6.887695,-5368.408203,0,946.865788,0.223915
5,-7,0.505096,-0.024345,1,-7,-0.228729,-0.015046,0.278519,1,11,-0.451416,false,1636.432190,0.751205,0.316284,982.497249,995.355886,0.860687,991.484115,0.494400,988.491572,967.765210,0.039398,990.244388,0.750885,0.033835,3.040857,999.283153,23.145996,-1740.966797,5.297607,-4308.593750,-1.309570,-4430.664063,0,981.776143,0.044991
2,10,-0.698608,-0.003551,4,10,-0.550629,0.010052,0.947052,1,39,-0.600830,false,3719.103088,0.856323,0.560486,994.860976,975.309773,0.910233,998.072832,0.970459,985.081084,921.892178,0.928452,997.822493,0.579147,0.079691,5.495863,999.255121,9.393311,-7820.800781,-1.955566,-1605.712891,4.408447,-4776.367188,1,859.460973,0.158325
0,20,0.615936,0.014111,2,20,-0.575500,0.012341,0.436157,1,5,0.522125,false,3724.217224,0.402466,-0.331818,999.730549,981.880721,0.423203,994.989781,0.800201,998.759102,951.191199,0.575333,986.769193,0.916092,-0.042819,6.840630,999.462709,-23.670410,-6869.140625,-1.896973,1703.125000,13.742432,174.316406,1,992.713797,0.049088
3,20,-0.280273,0.017493,1,20,-0.900665,-0.016557,0.454620,1,46,-0.989899,false,3719.468384,0.826340,0.033844,988.057829,998.367115,0.684662,998.557809,0.783844,990.808208,998.755100,0.063721,996.597624,0.368973,-0.008990,7.325198,999.638681,-4.762939,6986.816406,10.478760,164.306641,-23.734131,7865.722656,2,920.289371,0.256744
5,23,-0.199219,0.023975,3,23,0.566254,-0.006377,0.208679,2,33,0.207672,false,4317.335205,0.355850,0.152954,997.728502,995.391068,0.193146,936.610096,0.145447,993.163309,991.914816,0.418182,991.338910,0.443344,-0.077460,0.163121,999.781663,-21.780029,506.103516,-6.183838,-6114.746094,-10.860352,4903.076172,1,957.848456,0.036804
4,4,-0.031128,-0.023896,3,4,0.100220,0.019168,0.405640,0,20,0.017334,true,1030.041809,0.288544,-0.100769,971.634753,992.136801,0.319138,993.215578,0.016953,990.170499,997.623706,0.388046,961.314602,0.276413,-0.084430,1.324665,999.029820,8.425781,1236.572266,-0.760986,4772.216797,-1.707275,96.191406,1,966.122399,0.219093
